===============================
1096,224,-16000,16039.0583265
1124,228,-15968,16009.1343926
1104,232,-15976,16015.7802183
1084,184,-15912,15949.9421943
1096,288,-15984,16024.1198198
1108,200,-15936,15975.7240837
1084,176,-15944,15981.7761216
1120,276,-16000,16041.5266106
1076,168,-15944,15981.1493955
1164,232,-15912,15956.2045612
1124,192,-16016,16056.5405988
1120,248,-16028,16068.9977285
1052,216,-15896,15932.2370055
1092,240,-15888,15927.2912951
1116,200,-15976,16016.1803187
1096,152,-15928,15966.386692
1116,256,-15976,16016.9774926
1104,232,-16024,16063.661351
1108,216,-16032,16071.6938746
1080,168,-15904,15941.5131026
1084,240,-15984,16022.5126619
1076,264,-15944,15982.4468715
1096,240,-15992,16031.3093664
1096,168,-15992,16030.393133
1140,256,-15960,16002.7102705
1096,192,-15992,16030.6626189
1100,216,-15984,16023.2615906
1112,160,-15960,15999.4919919
1048,236,-15928,15964.1844139
1096,176,-15992,16030.4789698
1176,256,-15976,16021.2698623
1104,256,-15952,15992.2061017
1104,200,-15888,15927.5660413
1120,252,-15992,16033.1521542
1112,248,-15912,15952.7361916
1076,224,-15928,15965.874107
1132,240,-15988,16029.8212092
1104,136,-16008,16046.6001383
1116,208,-15976,16016.2822153
1096,232,-15960,15999.2699833
1060,200,-15976,16012.3757138
1064,168,-15928,15964.3823557
1140,244,-15944,15986.5653597
1124,208,-15984,16024.8212471
1068,192,-15964,16000.8369781
1116,276,-15912,15953.4753581
1088,184,-15992,16030.0238303
1108,200,-15952,15991.6843391
1124,224,-15952,15993.1190204
1116,232,-15936,15976.7135544
1100,248,-16008,16047.6655
1100,252,-15936,15975.90686
1080,208,-15920,15957.9467351
1100,200,-15888,15927.289286
1120,192,-15984,16024.3414841
1104,232,-15912,15951.9398193
1140,208,-16016,16057.8678535
1100,256,-15952,15991.9304651
1124,200,-15960,16000.780481
1096,184,-15928,15966.7233959
1072,256,-15928,15966.0860576
1132,208,-16012,16053.3121816
1140,208,-15992,16033.9305225
1156,272,-15880,15924.3436285
1116,232,-15968,16008.6321714
1080,216,-15936,15974.0148992
1092,256,-15984,16023.3035295
1104,136,-15872,15910.9300797
1104,240,-15984,16023.8781823
1112,176,-16000,16039.5610913
1084,224,-15992,16030.2618818
1096,232,-15960,15999.2699833
1076,232,-15912,15950.0264577
1076,200,-15968,16005.4615679
1104,208,-15912,15951.6088217
1096,208,-16000,16038.842851
1108,216,-15976,16015.8326665
1084,232,-15896,15934.6068668
1080,176,-15912,15949.5805587
1096,232,-15956,15995.2798037
1120,216,-15944,15984.7487312
1088,248,-15944,15983.0029719
1052,208,-15952,15988.004003
1128,200,-15936,15977.123646
1136,208,-15928,15969.8135243
1088,216,-15880,15918.6934137
1108,232,-15944,15984.1366361
1080,272,-15992,16030.734481
1140,200,-16004,16045.797456
1112,128,-15944,15983.2432253
1144,276,-15912,15955.4585017
1096,160,-15928,15966.4648561
1140,200,-15992,16033.828738
1116,216,-15984,16024.3679439
1084,232,-16000,16038.3565243
1064,208,-15952,15988.7980787
1088,192,-15896,15934.3473039
1112,192,-15936,15975.9038555
1124,144,-15920,15960.2791956
1124,272,-15904,15945.989339
1060,224,-15948,15984.7577398
1080,256,-15976,16014.5094211
1068,208,-15952,15989.0647631
1104,224,-15976,16015.6663302
1088,248,-15976,16014.9250389
1100,248,-15896,15935.944277
1096,232,-15968,16007.2503573
1076,208,-15944,15981.6199429
1116,256,-15992,16032.9365994
1112,184,-16016,16055.6113555
1132,144,-15960,16000.7424828
1128,192,-15960,16000.963971
1100,200,-15968,16007.0929278
1104,192,-15976,16015.2507317
1136,224,-15984,16025.8830646
1096,224,-16000,16039.0583265
1092,240,-16020,16058.9683355
1120,200,-15952,15992.5202517
1168,168,-15944,15987.6072006
1100,240,-15960,15999.6624964
1112,224,-15952,15992.2801376
1136,216,-15972,16013.8045448
1104,168,-15952,15991.0394909
1072,184,-15992,16028.9458169
1084,240,-15952,15990.5897327
1084,208,-16024,16061.9704893
1132,216,-16000,16041.4488124
1100,176,-15984,16022.7722945
1092,216,-15904,15942.908643
1088,244,-15984,16022.844192
1072,216,-15896,15933.5700959
1100,144,-15952,15990.5296973
1144,208,-15928,15970.3845915
1080,240,-15920,15958.3959094
1080,216,-15976,16013.9199448
1076,192,-15992,16029.3076582
1088,208,-15928,15966.4708687
1132,216,-16000,16041.4488124
1128,208,-15912,15953.2878116
1108,184,-15928,15967.5515969
1064,216,-15960,15996.8856969
1104,256,-15936,15976.2463677
1132,256,-15944,15986.1845354
1084,184,-15944,15981.8662239
1092,216,-15904,15942.908643
1120,224,-15928,15968.8997742
1104,224,-15968,16007.6861538
1100,232,-15960,15999.5444935
1092,176,-15912,15950.3976126
1120,232,-16008,16048.8095509
1104,240,-15896,15936.0983933
1084,268,-15952,15991.0344881
1092,224,-15920,15958.9799173
1096,200,-15888,15927.0135305
1080,208,-15976,16013.8140366
1104,272,-15928,15968.5310533
1136,224,-15912,15954.0720821
1116,176,-15976,16015.8986011
1100,200,-15896,15935.2695616
1100,216,-15944,15983.359847
1156,192,-15928,15971.0483062
1084,208,-16016,16053.9894107
1120,216,-15976,16016.6673188
1096,208,-15936,15974.9984664
